WELL_NAME,API_NO,OPERATOR,FRAC_SERVICE_COMPANY,COUNTY,STATE,FORMATION,STAGE_NUMBER,TOTAL_STAGES,STAGE_DATE,STAGE_START_TIME,STAGE_END_TIME,TREATMENT_TIME_MIN,PERF_TOP_FT_MD,PERF_BOTTOM_FT_MD,STAGE_LENGTH_FT,NUM_CLUSTERS,CLUSTER_SPACING_FT,BREAKDOWN_PRESSURE_PSI,FRACTURE_EXTENSION_PRESSURE_PSI,MAX_TREATING_PRESSURE_PSI,AVG_TREATING_PRESSURE_PSI,ISIP_PSI,CLOSURE_PRESSURE_PSI,MAX_PUMP_RATE_BPM,AVG_PUMP_RATE_BPM,SLURRY_VOLUME_BBL,CLEAN_FLUID_VOLUME_BBL,PAD_VOLUME_BBL,TOTAL_PROPPANT_LBS,TOTAL_PROPPANT_PLACED_LBS,MAX_PROPPANT_CONC_PPG,AVG_PROPPANT_CONC_PPG,FLUID_TYPE,FRICTION_REDUCER_GAL,FRICTION_REDUCER_CONC_GPT,SCALE_INHIBITOR_GAL,BIOCIDE_GAL,PROPPANT_TYPE_1,PROPPANT_1_LBS,PROPPANT_TYPE_2,PROPPANT_2_LBS,WELLBORE_FLUID_BBL,SCREEN_OUT,JOB_QUALITY,NOTES
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,11,58,2024-11-16,01:44,04:14,101,20133,20334,201.0,5,33,11145,9563,9228,8632,7697,6949,104.3,98.1,9970,9770,901,394562,394562,1.51,0.96,Slickwater,410,1.0,7813,4865,100 Mesh Ottawa Sand,240235,40/70 Ottawa Sand,154327,407,N,ACCEPTABLE,
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,12,58,2024-11-16,06:26,08:40,94,19932,20133,201.0,5,33,11457,9740,9469,8798,7721,6974,108.0,97.2,9212,8978,1228,458346,458346,1.86,1.22,Slickwater,377,1.0,7198,4480,100 Mesh Ottawa Sand,288140,40/70 Ottawa Sand,170206,359,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,13,58,2024-11-16,09:41,12:17,95,19731,19932,201.0,5,33,11387,9626,9324,8675,7733,6931,107.4,99.2,9457,9261,1259,384845,384845,1.55,0.99,Slickwater,388,1.0,7449,4621,100 Mesh Ottawa Sand,246863,40/70 Ottawa Sand,137982,341,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,14,58,2024-11-16,14:39,17:20,102,19530,19731,201.0,5,33,11488,9640,9339,8677,7683,6919,106.4,98.9,10153,9938,1112,422646,422646,1.56,1.01,Slickwater,417,1.0,7956,4958,100 Mesh Ottawa Sand,265129,40/70 Ottawa Sand,157517,353,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,15,58,2024-11-16,19:30,22:17,101,19329,19530,201.0,5,33,11240,9643,9369,8671,7601,6748,105.4,98.9,10043,9816,948,444937,444937,1.6,1.08,Slickwater,412,1.0,7856,4906,100 Mesh Ottawa Sand,272966,40/70 Ottawa Sand,171971,438,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,16,58,2024-11-17,00:36,03:18,98,19129,19330,201.0,5,33,11369,9843,9534,8845,7734,6958,108.6,97.9,9603,9359,1278,478026,478026,1.87,1.22,Slickwater,393,1.0,7526,4658,100 Mesh Ottawa Sand,303104,40/70 Ottawa Sand,174922,393,N,EXCELLENT,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,17,58,2024-11-17,04:31,06:33,87,18928,19129,201.0,5,33,11394,9688,9414,8735,7644,6855,106.0,99.7,8686,8476,1162,412403,412403,1.89,1.16,Slickwater,355,1.0,6732,4241,100 Mesh Ottawa Sand,263795,40/70 Ottawa Sand,148608,338,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,18,58,2024-11-17,08:03,10:19,95,18727,18928,201.0,5,33,11476,9812,9501,8826,7645,6864,107.4,98.7,9433,9209,1281,439165,439165,1.64,1.14,Slickwater,386,1.0,7408,4623,100 Mesh Ottawa Sand,280592,40/70 Ottawa Sand,158573,301,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,19,58,2024-11-17,12:42,15:04,95,18526,18727,201.0,5,33,11158,9811,9464,8877,7712,6976,102.3,96.8,9269,9050,755,428145,428145,1.85,1.13,Slickwater,380,1.0,7223,4528,100 Mesh Ottawa Sand,263891,40/70 Ottawa Sand,164254,435,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,20,58,2024-11-17,16:15,18:59,97,18325,18526,201.0,5,33,11305,9677,9401,8710,7610,6810,106.9,98.7,9650,9418,844,454286,454286,1.79,1.15,Slickwater,395,1.0,7486,4694,100 Mesh Ottawa Sand,290257,40/70 Ottawa Sand,164029,253,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,21,58,2024-11-17,20:49,23:09,103,18124,18325,201.0,5,33,11377,9627,9358,8757,7484,6648,109.0,98.4,10183,9953,859,453281,453281,1.59,1.08,Slickwater,418,1.0,7975,4970,100 Mesh Ottawa Sand,279438,40/70 Ottawa Sand,173843,319,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,22,58,2024-11-18,00:21,03:15,96,17923,18124,201.0,5,33,11284,9788,9468,8875,7631,6869,104.8,99.4,9588,9376,841,417179,417179,1.69,1.06,Slickwater,393,1.0,7495,4673,100 Mesh Ottawa Sand,272486,40/70 Ottawa Sand,144693,442,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,23,58,2024-11-18,05:04,07:57,112,17722,17923,201.0,5,33,11418,9761,9440,8772,7651,6881,105.0,98.1,11001,10762,1091,469168,469168,1.56,1.04,Slickwater,452,1.0,8561,5369,100 Mesh Ottawa Sand,295619,40/70 Ottawa Sand,173549,296,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,24,58,2024-11-18,09:45,11:58,92,17521,17722,201.0,5,33,11275,9726,9466,8819,7765,6984,108.0,98.5,9147,8942,1187,400539,400539,1.68,1.07,Slickwater,375,1.0,7166,4485,100 Mesh Ottawa Sand,248510,40/70 Ottawa Sand,152029,412,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,25,58,2024-11-18,13:45,16:21,99,17320,17521,201.0,5,33,11326,9546,9229,8578,7694,6947,106.1,96.3,9568,9372,1214,385692,385692,1.49,0.98,Slickwater,393,1.0,7510,4693,100 Mesh Ottawa Sand,237234,40/70 Ottawa Sand,148458,386,N,ACCEPTABLE,
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,26,58,2024-11-18,17:21,19:53,96,17119,17320,201.0,5,33,11373,9661,9352,8742,7644,6821,108.8,99.0,9600,9393,1053,404823,404823,1.58,1.03,Slickwater,394,1.0,7561,4696,100 Mesh Ottawa Sand,253908,40/70 Ottawa Sand,150915,326,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,27,58,2024-11-18,21:54,00:19,90,16918,17119,201.0,5,33,11293,9607,9287,8645,7668,6843,107.0,98.1,8908,8676,734,453681,453681,1.94,1.25,Slickwater,364,1.0,6919,4338,100 Mesh Ottawa Sand,289705,40/70 Ottawa Sand,163976,342,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,28,58,2024-11-19,01:30,04:31,104,16717,16918,201.0,5,33,11221,9717,9411,8886,7687,6969,107.2,96.8,10118,9855,1342,518110,518110,1.94,1.25,Slickwater,413,1.0,7892,4906,100 Mesh Ottawa Sand,334400,40/70 Ottawa Sand,183710,354,N,EXCELLENT,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,29,58,2024-11-19,05:43,08:27,92,16516,16717,201.0,5,33,11302,9740,9463,8752,7666,6887,108.7,98.4,9062,8833,1079,447413,447413,1.86,1.21,Slickwater,370,1.0,7100,4386,100 Mesh Ottawa Sand,295154,40/70 Ottawa Sand,152259,400,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,30,58,2024-11-19,09:38,11:58,94,16315,16516,201.0,5,33,11228,9884,9562,8913,7646,6857,109.2,98.6,9330,9139,890,377660,377660,1.55,0.98,Slickwater,383,1.0,7344,4556,100 Mesh Ottawa Sand,234256,40/70 Ottawa Sand,143404,437,N,BELOW-DESIGN,Reduced proppant; pressure anomaly observed.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,31,58,2024-11-19,13:22,16:16,98,16114,16315,201.0,5,33,11251,9560,9262,8551,7630,6826,104.6,97.4,9621,9376,1287,480631,480631,1.81,1.22,Slickwater,393,1.0,7515,4675,100 Mesh Ottawa Sand,294619,40/70 Ottawa Sand,186012,259,N,EXCELLENT,
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,32,58,2024-11-19,17:27,20:18,96,15913,16114,201.0,5,33,11201,9595,9305,8692,7668,6887,104.8,97.0,9389,9154,1138,460806,460806,1.85,1.2,Slickwater,384,1.0,7363,4576,100 Mesh Ottawa Sand,295260,40/70 Ottawa Sand,165546,294,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,33,58,2024-11-19,22:48,01:45,99,15712,15913,201.0,5,33,11207,9693,9394,8844,7584,6748,103.7,97.5,9710,9489,810,432898,432898,1.69,1.09,Slickwater,398,1.0,7575,4718,100 Mesh Ottawa Sand,274944,40/70 Ottawa Sand,157954,305,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,34,58,2024-11-20,02:56,05:27,90,15511,15712,201.0,5,33,11495,9609,9325,8642,7659,6854,106.5,98.5,8883,8681,806,396865,396865,1.72,1.09,Slickwater,364,1.0,6965,4364,100 Mesh Ottawa Sand,249471,40/70 Ottawa Sand,147394,344,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,35,58,2024-11-20,06:27,08:59,107,15310,15511,201.0,5,33,11277,9706,9365,8794,7613,6778,106.4,96.4,10391,10156,1333,462144,462144,1.69,1.08,Slickwater,426,1.0,8129,5050,100 Mesh Ottawa Sand,290302,40/70 Ottawa Sand,171842,406,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,36,58,2024-11-20,11:22,14:18,98,15109,15310,201.0,5,33,11162,9741,9447,8785,7615,6832,105.7,96.8,9539,9308,885,454688,454688,1.74,1.16,Slickwater,390,1.0,7397,4642,100 Mesh Ottawa Sand,279994,40/70 Ottawa Sand,174694,342,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,37,58,2024-11-20,16:16,18:54,93,14908,15109,201.0,5,33,11301,9626,9345,8774,7673,6834,105.1,98.7,9248,9002,853,485048,485048,1.98,1.28,Slickwater,378,1.0,7155,4491,100 Mesh Ottawa Sand,302982,40/70 Ottawa Sand,182066,334,N,EXCELLENT,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,38,58,2024-11-20,20:12,22:55,99,14707,14908,201.0,5,33,11331,9748,9402,8787,7606,6889,106.1,96.3,9563,9357,863,404807,404807,1.59,1.03,Slickwater,392,1.0,7454,4661,100 Mesh Ottawa Sand,259839,40/70 Ottawa Sand,144968,333,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,39,58,2024-11-21,01:20,04:05,101,14506,14707,201.0,5,33,11169,9821,9532,8795,7432,6661,104.8,98.5,10044,9817,1359,446097,446097,1.72,1.08,Slickwater,412,1.0,7897,4923,100 Mesh Ottawa Sand,282626,40/70 Ottawa Sand,163471,256,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,40,58,2024-11-21,05:39,08:06,96,14305,14506,201.0,5,33,11369,9747,9452,8810,7577,6828,104.9,97.7,9473,9242,740,455782,455782,1.86,1.17,Slickwater,388,1.0,7386,4593,100 Mesh Ottawa Sand,286037,40/70 Ottawa Sand,169745,344,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,41,58,2024-11-21,10:29,12:57,102,14104,14305,201.0,5,33,11308,9700,9382,8714,7626,6825,108.7,98.3,10068,9868,807,393942,393942,1.47,0.95,Slickwater,414,1.0,7871,4961,100 Mesh Ottawa Sand,253541,40/70 Ottawa Sand,140401,373,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,42,58,2024-11-21,15:02,17:58,100,13903,14104,201.0,5,33,11312,9751,9420,8775,7800,6977,103.0,96.1,9617,9392,1177,442552,442552,1.7,1.12,Slickwater,394,1.0,7488,4691,100 Mesh Ottawa Sand,286409,40/70 Ottawa Sand,156143,348,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,43,58,2024-11-21,19:14,21:57,89,13702,13903,201.0,5,33,11258,9824,9509,8855,7749,6950,108.4,98.5,8799,8586,1085,419280,419280,1.78,1.16,Slickwater,360,1.0,6874,4282,100 Mesh Ottawa Sand,260881,40/70 Ottawa Sand,158399,446,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,44,58,2024-11-22,00:26,03:06,100,13501,13702,201.0,5,33,11185,9737,9466,8762,7648,6781,104.9,98.3,9832,9604,1055,446753,446753,1.67,1.11,Slickwater,403,1.0,7645,4822,100 Mesh Ottawa Sand,279751,40/70 Ottawa Sand,167002,308,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,45,58,2024-11-22,04:40,07:26,94,13301,13502,201.0,5,33,11499,9496,9217,8698,7647,6866,104.5,98.0,9293,9051,857,475257,475257,1.9,1.25,Slickwater,380,1.0,7201,4523,100 Mesh Ottawa Sand,310755,40/70 Ottawa Sand,164502,413,N,EXCELLENT,
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,46,58,2024-11-22,09:48,12:10,98,13100,13301,201.0,5,33,11376,9762,9485,8857,7643,6904,102.0,96.8,9559,9328,852,454429,454429,1.79,1.16,Slickwater,391,1.0,7422,4669,100 Mesh Ottawa Sand,294585,40/70 Ottawa Sand,159844,373,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,47,58,2024-11-22,13:43,16:26,100,12899,13100,201.0,5,33,11239,9684,9392,8757,7689,6902,104.9,98.4,9892,9675,1121,428373,428373,1.67,1.05,Slickwater,406,1.0,7700,4831,100 Mesh Ottawa Sand,266578,40/70 Ottawa Sand,161795,360,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,48,58,2024-11-22,17:34,19:46,97,12698,12899,201.0,5,33,11232,9723,9401,8689,7789,6901,102.9,96.9,9427,9218,894,411229,411229,1.75,1.06,Slickwater,387,1.0,7344,4622,100 Mesh Ottawa Sand,254030,40/70 Ottawa Sand,157199,290,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,49,58,2024-11-22,22:07,00:30,104,12497,12698,201.0,5,33,11121,9673,9340,8764,7696,6868,104.0,96.6,10063,9848,1309,422811,422811,1.64,1.02,Slickwater,413,1.0,7856,4925,100 Mesh Ottawa Sand,267228,40/70 Ottawa Sand,155583,435,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,50,58,2024-11-23,02:15,04:48,100,12296,12497,201.0,5,33,11393,9647,9360,8709,7722,6895,108.6,98.8,9963,9740,853,435924,435924,1.62,1.07,Slickwater,409,1.0,7758,4887,100 Mesh Ottawa Sand,290206,40/70 Ottawa Sand,145718,294,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,51,58,2024-11-23,07:04,09:41,94,12095,12296,201.0,5,33,11078,9780,9446,8814,7670,6871,104.6,98.3,9314,9106,946,410920,410920,1.68,1.07,Slickwater,382,1.0,7246,4558,100 Mesh Ottawa Sand,258244,40/70 Ottawa Sand,152676,360,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,52,58,2024-11-23,11:08,13:21,93,11894,12095,201.0,5,33,11223,9879,9578,8918,7659,6799,105.3,97.8,9134,8919,1066,424453,424453,1.77,1.13,Slickwater,374,1.0,7103,4457,100 Mesh Ottawa Sand,261375,40/70 Ottawa Sand,163078,271,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,53,58,2024-11-23,15:00,17:23,100,11693,11894,201.0,5,33,11297,9442,9170,8538,7648,6867,106.9,98.8,9928,9708,800,431932,431932,1.64,1.06,Slickwater,407,1.0,7816,4867,100 Mesh Ottawa Sand,270223,40/70 Ottawa Sand,161709,412,N,GOOD,
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,54,58,2024-11-23,19:51,22:24,109,11492,11693,201.0,5,33,11302,9806,9523,8854,7690,6874,105.9,97.9,10741,10525,946,422180,422180,1.4,0.96,Slickwater,442,1.0,8384,5262,100 Mesh Ottawa Sand,269233,40/70 Ottawa Sand,152947,433,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,55,58,2024-11-23,23:48,02:06,99,11291,11492,201.0,5,33,11460,9533,9208,8514,7701,6880,102.4,97.2,9625,9382,853,476963,476963,1.83,1.21,Slickwater,394,1.0,7511,4695,100 Mesh Ottawa Sand,313785,40/70 Ottawa Sand,163178,426,N,EXCELLENT,
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,56,58,2024-11-24,04:35,07:07,91,11090,11291,201.0,5,33,11238,9640,9334,8616,7649,6838,106.2,97.4,8902,8661,830,472792,472792,2.01,1.3,Slickwater,363,1.0,6904,4338,100 Mesh Ottawa Sand,306530,40/70 Ottawa Sand,166262,446,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,57,58,2024-11-24,09:07,11:46,98,10889,11090,201.0,5,33,11355,9700,9404,8729,7639,6872,103.2,98.0,9641,9429,838,416394,416394,1.53,1.05,Slickwater,396,1.0,7528,4697,100 Mesh Ottawa Sand,258195,40/70 Ottawa Sand,158199,366,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Gale 1H,42-329-30032,Snow Energy,ProFrac Services,Midland,TX,Wolfcamp A,58,58,2024-11-24,13:05,15:34,95,10688,10889,201.0,5,33,11426,9849,9585,8893,7609,6825,106.7,98.0,9347,9121,1242,442513,378542,1.83,1.16,Slickwater,383,1.0,7303,4551,100 Mesh Ottawa Sand,278925,40/70 Ottawa Sand,163588,379,Y,SCREEN-OUT,Stage screened out; near-wellbore tortuosity suspected.
