WELL_NAME,API_NO,OPERATOR,FRAC_SERVICE_COMPANY,COUNTY,STATE,FORMATION,STAGE_NUMBER,TOTAL_STAGES,STAGE_DATE,STAGE_START_TIME,STAGE_END_TIME,TREATMENT_TIME_MIN,PERF_TOP_FT_MD,PERF_BOTTOM_FT_MD,STAGE_LENGTH_FT,NUM_CLUSTERS,CLUSTER_SPACING_FT,BREAKDOWN_PRESSURE_PSI,FRACTURE_EXTENSION_PRESSURE_PSI,MAX_TREATING_PRESSURE_PSI,AVG_TREATING_PRESSURE_PSI,ISIP_PSI,CLOSURE_PRESSURE_PSI,MAX_PUMP_RATE_BPM,AVG_PUMP_RATE_BPM,SLURRY_VOLUME_BBL,CLEAN_FLUID_VOLUME_BBL,PAD_VOLUME_BBL,TOTAL_PROPPANT_LBS,TOTAL_PROPPANT_PLACED_LBS,MAX_PROPPANT_CONC_PPG,AVG_PROPPANT_CONC_PPG,FLUID_TYPE,FRICTION_REDUCER_GAL,FRICTION_REDUCER_CONC_GPT,SCALE_INHIBITOR_GAL,BIOCIDE_GAL,PROPPANT_TYPE_1,PROPPANT_1_LBS,PROPPANT_TYPE_2,PROPPANT_2_LBS,WELLBORE_FLUID_BBL,SCREEN_OUT,JOB_QUALITY,NOTES
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,11,55,2024-10-09,01:59,04:42,95,20577,20784,207.5,5,34,11190,9779,9461,8829,7686,6854,104.9,98.2,9400,9174,932,442837,442837,1.78,1.15,Slickwater,385,1.0,7296,4557,100 Mesh Ottawa Sand,281093,40/70 Ottawa Sand,161744,448,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,12,55,2024-10-09,05:50,08:15,104,20370,20577,207.5,5,34,11535,9820,9517,8806,7595,6757,107.5,98.2,10292,10070,871,435249,435249,1.6,1.03,Slickwater,422,1.0,8071,5020,100 Mesh Ottawa Sand,267719,40/70 Ottawa Sand,167530,299,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,13,55,2024-10-09,09:17,11:56,87,20162,20369,207.5,5,34,11106,9685,9387,8716,7594,6821,105.1,98.3,8612,8407,766,402810,402810,1.79,1.14,Slickwater,353,1.0,6712,4206,100 Mesh Ottawa Sand,245452,40/70 Ottawa Sand,157358,323,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,14,55,2024-10-09,13:18,16:05,89,19955,20162,207.5,5,34,11238,9813,9513,8884,7624,6868,104.7,99.5,8940,8725,1127,422929,422929,1.68,1.15,Slickwater,366,1.0,6998,4342,100 Mesh Ottawa Sand,262904,40/70 Ottawa Sand,160025,338,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,15,55,2024-10-09,17:13,19:34,99,19747,19954,207.5,5,34,11338,9473,9191,8580,7585,6757,105.0,98.9,9793,9540,1177,497026,497026,1.98,1.24,Slickwater,400,1.0,7648,4789,100 Mesh Ottawa Sand,313361,40/70 Ottawa Sand,183665,430,N,EXCELLENT,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,16,55,2024-10-09,21:00,23:35,93,19540,19747,207.5,5,34,11476,9386,9117,8433,7808,6994,106.1,98.4,9170,8952,821,429328,429328,1.79,1.14,Slickwater,375,1.0,7192,4449,100 Mesh Ottawa Sand,275051,40/70 Ottawa Sand,154277,385,N,GOOD,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,17,55,2024-10-10,01:02,03:28,94,19332,19539,207.5,5,34,11446,9697,9409,8730,7658,6840,103.9,96.0,9058,8839,1050,431679,431679,1.81,1.16,Slickwater,371,1.0,7062,4421,100 Mesh Ottawa Sand,277237,40/70 Ottawa Sand,154442,362,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,18,55,2024-10-10,04:38,07:00,104,19125,19332,207.5,5,34,11298,9892,9560,8874,7607,6799,103.4,97.3,10121,9909,859,416097,416097,1.53,1.0,Slickwater,416,1.0,7888,4955,100 Mesh Ottawa Sand,265027,40/70 Ottawa Sand,151070,367,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,19,55,2024-10-10,08:37,10:53,99,18917,19124,207.5,5,34,11252,9954,9641,8996,7594,6837,109.0,98.8,9870,9651,1090,428964,428964,1.75,1.06,Slickwater,405,1.0,7748,4803,100 Mesh Ottawa Sand,260395,40/70 Ottawa Sand,168569,405,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,20,55,2024-10-10,12:14,15:06,103,18710,18917,207.5,5,34,11145,9479,9219,8520,7520,6690,107.2,100.0,10329,10102,937,443803,443803,1.69,1.05,Slickwater,424,1.0,8048,5065,100 Mesh Ottawa Sand,276589,40/70 Ottawa Sand,167214,318,N,GOOD,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,21,55,2024-10-10,17:08,19:44,95,18502,18709,207.5,5,34,11377,9801,9497,8794,7620,6867,105.4,98.2,9408,9161,1138,485073,485073,2.02,1.26,Slickwater,384,1.0,7298,4577,100 Mesh Ottawa Sand,302111,40/70 Ottawa Sand,182962,417,N,EXCELLENT,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,22,55,2024-10-10,20:54,23:21,106,18295,18502,207.5,5,34,11432,9649,9305,8703,7556,6744,102.5,97.4,10366,10124,922,474167,474167,1.72,1.12,Slickwater,425,1.0,8144,5032,100 Mesh Ottawa Sand,293546,40/70 Ottawa Sand,180621,318,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,23,55,2024-10-11,01:06,03:12,90,18087,18294,207.5,5,34,11470,9797,9542,8837,7729,6919,104.3,99.1,8958,8725,793,458673,458673,1.89,1.25,Slickwater,366,1.0,6951,4386,100 Mesh Ottawa Sand,280155,40/70 Ottawa Sand,178518,367,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,24,55,2024-10-11,04:27,06:55,91,17880,18087,207.5,5,34,11415,9582,9279,8652,7669,6869,105.0,97.8,8953,8725,901,447851,447851,1.9,1.22,Slickwater,366,1.0,6997,4348,100 Mesh Ottawa Sand,281729,40/70 Ottawa Sand,166122,304,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,25,55,2024-10-11,08:19,11:04,96,17672,17879,207.5,5,34,11153,9446,9164,8503,7605,6793,107.7,97.0,9371,9129,1273,477281,477281,1.94,1.24,Slickwater,383,1.0,7347,4575,100 Mesh Ottawa Sand,302509,40/70 Ottawa Sand,174772,310,N,EXCELLENT,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,26,55,2024-10-11,13:10,15:57,93,17465,17672,207.5,5,34,11420,9679,9382,8693,7618,6838,107.6,99.5,9290,9077,1026,419246,419246,1.71,1.1,Slickwater,381,1.0,7246,4516,100 Mesh Ottawa Sand,262403,40/70 Ottawa Sand,156843,251,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,27,55,2024-10-11,17:38,20:28,101,17257,17464,207.5,5,34,11221,9732,9466,8934,7769,6957,103.7,96.9,9865,9628,867,463044,463044,1.75,1.15,Slickwater,404,1.0,7710,4843,100 Mesh Ottawa Sand,293940,40/70 Ottawa Sand,169104,321,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,28,55,2024-10-11,22:07,00:34,104,17050,17257,207.5,5,34,11281,9819,9476,8822,7662,6897,108.0,97.8,10182,9950,1332,454142,454142,1.72,1.09,Slickwater,417,1.0,7970,4996,100 Mesh Ottawa Sand,285315,40/70 Ottawa Sand,168827,379,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,29,55,2024-10-12,02:40,05:05,95,16842,17049,207.5,5,34,11250,9613,9354,8809,7540,6748,104.7,99.2,9469,9236,1187,459279,459279,1.85,1.18,Slickwater,387,1.0,7403,4612,100 Mesh Ottawa Sand,285205,40/70 Ottawa Sand,174074,385,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,30,55,2024-10-12,06:10,08:33,104,16635,16842,207.5,5,34,11538,9756,9451,8743,7478,6638,106.3,98.8,10335,10106,1011,451762,451762,1.65,1.06,Slickwater,424,1.0,8096,5066,100 Mesh Ottawa Sand,276078,40/70 Ottawa Sand,175684,315,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,31,55,2024-10-12,09:47,12:49,104,16427,16634,207.5,5,34,11181,9554,9277,8667,7740,6938,104.4,98.9,10307,10100,1301,407216,407216,1.44,0.96,Slickwater,424,1.0,8107,5038,100 Mesh Ottawa Sand,259835,40/70 Ottawa Sand,147381,404,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,32,55,2024-10-12,14:30,16:51,84,16220,16427,207.5,5,34,11094,9569,9205,8631,7664,6923,106.1,99.4,8382,8164,717,429666,429666,1.94,1.25,Slickwater,342,1.0,6483,4060,100 Mesh Ottawa Sand,277514,40/70 Ottawa Sand,152152,262,N,GOOD,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,33,55,2024-10-12,18:41,21:44,108,16012,16219,207.5,5,34,11333,9757,9454,8715,7828,6979,106.1,98.9,10765,10531,936,461433,461433,1.63,1.04,Slickwater,442,1.0,8454,5263,100 Mesh Ottawa Sand,300192,40/70 Ottawa Sand,161241,314,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,34,55,2024-10-12,22:54,01:23,105,15805,16012,207.5,5,34,11520,9529,9262,8634,7618,6801,107.4,98.0,10326,10093,1050,457123,457123,1.66,1.08,Slickwater,423,1.0,8050,5042,100 Mesh Ottawa Sand,289466,40/70 Ottawa Sand,167657,296,N,GOOD,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,35,55,2024-10-13,03:31,06:01,95,15597,15804,207.5,5,34,11474,9512,9202,8562,7603,6784,108.5,97.5,9271,9054,841,424260,424260,1.8,1.12,Slickwater,380,1.0,7209,4537,100 Mesh Ottawa Sand,265816,40/70 Ottawa Sand,158444,369,N,GOOD,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,36,55,2024-10-13,07:53,10:41,100,15390,15597,207.5,5,34,11388,9894,9595,8850,7680,6883,109.2,98.9,9925,9671,982,499741,499741,1.81,1.23,Slickwater,406,1.0,7687,4860,100 Mesh Ottawa Sand,317436,40/70 Ottawa Sand,182305,280,N,EXCELLENT,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,37,55,2024-10-13,11:50,14:53,104,15182,15389,207.5,5,34,11315,9517,9206,8519,7557,6798,104.1,98.6,10338,10094,1013,481169,481169,1.85,1.13,Slickwater,423,1.0,8068,5023,100 Mesh Ottawa Sand,297896,40/70 Ottawa Sand,183273,253,N,EXCELLENT,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,38,55,2024-10-13,16:21,19:21,102,14975,15182,207.5,5,34,11290,9611,9344,8722,7694,6916,108.5,98.2,10077,9841,867,463615,463615,1.75,1.12,Slickwater,413,1.0,7914,4911,100 Mesh Ottawa Sand,288405,40/70 Ottawa Sand,175210,293,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,39,55,2024-10-13,21:41,00:22,94,14767,14974,207.5,5,34,11265,9688,9346,8743,7656,6831,104.0,97.9,9212,8983,861,448024,448024,1.79,1.19,Slickwater,377,1.0,7205,4520,100 Mesh Ottawa Sand,283037,40/70 Ottawa Sand,164987,424,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,40,55,2024-10-14,01:58,04:04,86,14560,14767,207.5,5,34,11443,10121,9820,9023,7693,6882,104.0,97.1,8412,8167,843,478882,478882,2.21,1.4,Slickwater,343,1.0,6521,4067,100 Mesh Ottawa Sand,296517,40/70 Ottawa Sand,182365,289,N,EXCELLENT,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,41,55,2024-10-14,06:20,08:38,86,14352,14559,207.5,5,34,11299,9667,9369,8717,7526,6680,103.7,98.4,8491,8277,1006,420680,420680,1.83,1.21,Slickwater,347,1.0,6595,4146,100 Mesh Ottawa Sand,272608,40/70 Ottawa Sand,148072,398,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,42,55,2024-10-14,10:42,12:53,90,14145,14352,207.5,5,34,11237,9591,9306,8666,7709,6888,105.3,97.9,8907,8686,1047,433268,433268,1.91,1.19,Slickwater,364,1.0,6951,4341,100 Mesh Ottawa Sand,269218,40/70 Ottawa Sand,164050,294,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,43,55,2024-10-14,15:16,17:40,98,13937,14144,207.5,5,34,11147,9558,9214,8627,7571,6805,105.2,97.0,9509,9285,1195,441304,441304,1.77,1.13,Slickwater,389,1.0,7459,4619,100 Mesh Ottawa Sand,281812,40/70 Ottawa Sand,159492,280,N,GOOD,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,44,55,2024-10-14,18:49,21:13,99,13730,13937,207.5,5,34,11186,9896,9586,8938,7681,6825,105.3,98.2,9816,9609,1029,405885,405885,1.59,1.01,Slickwater,403,1.0,7705,4796,100 Mesh Ottawa Sand,260559,40/70 Ottawa Sand,145326,354,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,45,55,2024-10-14,22:47,01:32,103,13522,13729,207.5,5,34,11391,9869,9567,8925,7769,7011,102.6,97.5,10053,9834,905,430731,430731,1.64,1.04,Slickwater,413,1.0,7837,4912,100 Mesh Ottawa Sand,270468,40/70 Ottawa Sand,160263,408,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,46,55,2024-10-15,03:05,05:41,92,13315,13522,207.5,5,34,11237,9511,9189,8616,7523,6686,104.0,98.7,9159,8930,1096,450054,450054,1.91,1.2,Slickwater,375,1.0,7191,4477,100 Mesh Ottawa Sand,281724,40/70 Ottawa Sand,168330,324,N,GOOD,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,47,55,2024-10-15,07:11,10:03,100,13107,13314,207.5,5,34,11235,9570,9323,8722,7678,6844,106.6,99.3,9971,9779,1090,375989,375989,1.43,0.92,Slickwater,410,1.0,7817,4888,100 Mesh Ottawa Sand,237115,40/70 Ottawa Sand,138874,352,N,BELOW-DESIGN,Reduced proppant; pressure anomaly observed.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,48,55,2024-10-15,12:03,14:44,96,12900,13107,207.5,5,34,11307,9691,9380,8757,7662,6848,107.9,98.5,9502,9276,1120,444960,444960,1.74,1.14,Slickwater,389,1.0,7446,4641,100 Mesh Ottawa Sand,270261,40/70 Ottawa Sand,174699,261,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,49,55,2024-10-15,16:48,19:26,98,12692,12899,207.5,5,34,11375,9497,9201,8523,7649,6877,106.8,97.7,9596,9419,989,349017,349017,1.39,0.88,Slickwater,395,1.0,7516,4694,100 Mesh Ottawa Sand,211176,40/70 Ottawa Sand,137841,421,N,BELOW-DESIGN,Reduced proppant; pressure anomaly observed.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,50,55,2024-10-15,21:12,23:38,102,12485,12692,207.5,5,34,11423,9742,9431,8746,7600,6828,105.5,98.0,10053,9824,1296,448008,448008,1.6,1.09,Slickwater,412,1.0,7867,4903,100 Mesh Ottawa Sand,286210,40/70 Ottawa Sand,161798,410,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,51,55,2024-10-16,02:01,04:32,97,12277,12484,207.5,5,34,11216,9786,9499,8837,7540,6708,104.6,97.7,9549,9341,1046,407732,407732,1.6,1.04,Slickwater,392,1.0,7467,4693,100 Mesh Ottawa Sand,260859,40/70 Ottawa Sand,146873,261,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,52,55,2024-10-16,06:29,08:53,100,12070,12277,207.5,5,34,11142,9459,9159,8545,7626,6800,102.8,97.5,9751,9531,1103,431265,431265,1.77,1.08,Slickwater,400,1.0,7658,4744,100 Mesh Ottawa Sand,277496,40/70 Ottawa Sand,153769,433,N,GOOD,
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,53,55,2024-10-16,10:02,12:25,102,11862,12069,207.5,5,34,11329,9603,9306,8646,7632,6848,110.0,99.3,10135,9917,1040,427560,427560,1.65,1.03,Slickwater,416,1.0,7941,4947,100 Mesh Ottawa Sand,265479,40/70 Ottawa Sand,162081,362,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,54,55,2024-10-16,14:48,17:08,100,11655,11862,207.5,5,34,11252,9811,9527,8867,7623,6819,104.3,97.4,9780,9563,1223,425656,425656,1.64,1.06,Slickwater,401,1.0,7673,4777,100 Mesh Ottawa Sand,274056,40/70 Ottawa Sand,151600,385,N,GOOD,High treating pressure; potential frac complexity or NWB tortuosity.
Cyclone 1H,42-329-30024,Snow Energy,Halliburton,Midland,TX,Wolfcamp A,55,55,2024-10-16,19:22,22:22,105,11447,11654,207.5,5,34,11305,9771,9445,8916,7690,6922,110.4,99.4,10438,10226,1394,415676,415676,1.46,0.97,Slickwater,429,1.0,8139,5091,100 Mesh Ottawa Sand,261081,40/70 Ottawa Sand,154595,304,N,ACCEPTABLE,High treating pressure; potential frac complexity or NWB tortuosity.
